aut_ep_id,country_text_id,country_name,ep_start,ep_end,outcome_agg,prch,poly_start,poly_end,outcome_label,prch_label,bermeo_category_primary,bermeo_category_secondary,precise_start_date,precipitating_event,precise_end_date,consequential_events,description,source_url,source_quote,confidence,is_classified,bse_outcome_short,bse_ROW,bse_ERT_regime,bse_Polyarchy,bse_LibDem,bse_LibComp,funke_outcome_short,funke_spell_years,ddcg_outcome_label,ddcg_prch_label,ddcg_event_years
UGA_1966_1972,UGA,Uganda,1966,1972,3,0,0.238,0.084,Autocracy deepening,No,Executive coup,Open-ended coup,February 1966,"On 22 February 1966 PM Milton Obote had five cabinet ministers arrested, then suspended Uganda's 1962 constitution and assumed all executive powers; a new ""Revolutionary"" constitution was pushed through parliament under military guard on 15 April 1966, abolishing the federal structure.",1972,"General Idi Amin overthrew Obote in a military coup on 25 January 1971 while Obote was abroad; Amin then purged roughly 5,000 soldiers from the Lango and Acholi ethnic groups by 1972, entrenching a more violent military dictatorship.","PM Obote's 1966 self-coup suspended Uganda's constitution and abolished the federal system, followed by Idi Amin's January 1971 military coup against Obote, which triggered further violent authoritarian consolidation.",https://en.wikipedia.org/wiki/Milton_Obote,"""Obote suspended the constitution and removed the ceremonial president and vice-president.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
UKR_1997_2000,UKR,Ukraine,1997,2000,1,1,0.523,0.389,Democratic breakdown,Yes,Executive aggrandizement,Election-day fraud,October 1999,"President Leonid Kuchma's re-election in the October-November 1999 contest against Communist leader Petro Symonenko was marred by documented electoral fraud, using administrative resources and slanted media coverage to secure a second term.",April 2000,"Kuchma followed his re-election with an April 2000 constitutional referendum to grant himself power to dissolve parliament, passed amid further documented fraud, but the Verkhovna Rada refused to implement the changes.",Kuchma used a fraud-marred 1999 re-election and manipulated 2000 referendum to try to expand presidential power at parliament's expense; parliament's refusal to implement the results checked full consolidation.,https://en.wikipedia.org/wiki/Leonid_Kuchma,"""Kuchma's administration employed electoral fraud freely"" during the 1999 election and the 2000 referendum",Medium,TRUE,Breakdown,NA,NA,2000,1999,NA,Breakdown,NA,Democratic breakdown,Yes,NA
UKR_2010_2014,UKR,Ukraine,2010,2014,1,1,0.484,0.417,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,October 2010,"On 1 October 2010, Ukraine's Constitutional Court, packed with Yanukovych loyalists, annulled the 2004 constitutional reforms and restored the strong presidential system of the 2006 constitution, removing ""the last legal obstacle"" to concentration of power by President Yanukovych.",February 2014,"After Yanukovych's November 2013 refusal to sign the EU Association Agreement sparked the Euromaidan protests and nearly 100 protesters were killed in February 2014, he fled Kyiv on 21 February 2014 and parliament voted to remove him the next day.","President Yanukovych used a compliant Constitutional Court to restore presidential powers, then pursued selective prosecution of opposition and manipulated electoral rules, before his rejection of EU integration triggered the Euromaidan revolution that ousted him.",https://en.wikipedia.org/wiki/Viktor_Yanukovych,"""the Constitutional Court cancelled the 2004 constitutional amendments"" removing ""the last legal obstacle""",High,TRUE,Breakdown,2010,2010,20112014,20102012,2010,Breakdown,NA,Democratic breakdown,Yes,NA
UKR_2021_2025,UKR,Ukraine,2021,2025,4,1,0.537,0.386,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,2022,NA,2022,2022,2022,NA,NA,NA,NA,NA
URY_1933_1933,URY,Uruguay,1933,1933,1,1,0.35,0.35,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
URY_1963_1974,URY,Uruguay,1963,1974,1,1,0.768,0.097,Democratic breakdown,Yes,Executive coup,Executive aggrandizement,June 1968,"President Jorge Pacheco Areco declared a state of emergency in June 1968 amid unrest over his wage/price freeze, beginning a pattern of rule-by-emergency-decree against labor and the Tupamaros.",27 June 1973,"On 27 June 1973 President Juan Maria Bordaberry dissolved the General Assembly, suspended the constitution, banned trade unions, and ruled by decree with a military-dominated National Security Council, inaugurating the 1973-1985 civic-military dictatorship.","Beginning with Pacheco Areco's emergency security powers against labor unrest in the late 1960s, Uruguay's elected government progressively ceded authority to the military, completed by Bordaberry's June 1973 self-coup dissolving Congress.",https://en.wikipedia.org/wiki/1973_Uruguayan_coup_d'etat; https://en.wikipedia.org/wiki/Juan_Maria_Bordaberry,"""dissolved Congress, suspended the Constitution and gave the military and police the power to take whatever measures it deemed necessary to restore order""",Medium,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,1972
USA_2024_2025,USA,United States of America,2024,2025,4,1,0.843,0.735,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VDR_1963_1964,VDR,Republic of Vietnam,1963,1964,3,0,0.277,0.162,Autocracy deepening,No,Open-ended coup,NA,1-2 November 1963,"On 1-2 November 1963, ARVN generals led by Duong Van Minh, with CIA foreknowledge, launched a coup that arrested and summarily executed President Ngo Dinh Diem and his brother Ngo Dinh Nhu, ending Diem's autocratic family rule amid the Buddhist crisis.",30 January 1964,"The Minh-led junta proved unstable; before dawn on 30 January 1964, General Nguyen Khanh staged a bloodless coup ousting Minh's junta without firing a shot.","South Vietnam's autocratic trajectory deepened when a CIA-backed coup killed President Diem in November 1963, replacing his personalist dictatorship with a military junta that was itself overthrown within three months.",https://en.wikipedia.org/wiki/Arrest_and_assassination_of_Ngo_Dinh_Diem; https://en.wikipedia.org/wiki/January_1964_South_Vietnamese_coup,"""On 2 November 1963, Ngo Dinh Diem...was arrested and assassinated in a CIA-backed coup d'etat led by General Duong Van Minh""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
VEN_1949_1949,VEN,Venezuela,1949,1949,3,0,0.102,0.102,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN_1998_2018,VEN,Venezuela,1998,2018,1,1,0.73,0.213,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,April 1999,"Following Chavez's December 1998 election win, an April 1999 referendum approved a Constituent Assembly; the July 1999 assembly election gave Chavez's coalition a near-total supermajority, letting it unilaterally rewrite the constitution, ratified in a December 1999 referendum.",May 2018,"After two decades of enabling-act decree powers, court-packing, and an unconstitutional 2017 Constituent Assembly, the May 20, 2018 election, held on a truncated timeline with major opposition barred, gave Maduro 67.85% on 46% turnout and was rejected as fraudulent internationally.","Chavez converted his 1998 win into unchecked power via a 1999 Constituent Assembly rewriting the constitution, then over two decades used patronage, court-packing, and electoral manipulation to erode checks, culminating under Maduro's fraud-marred 2018 re-election.",https://en.wikipedia.org/wiki/Hugo_Chavez,"""This assembly subsequently drafted a new constitution approved in a December 1999 referendum""",High,TRUE,Breakdown,2002,2002,2003200620112013,200020012002,2000,Breakdown,1999–2020,Democratic breakdown,Yes,2009
YEM_2013_2016,YEM,Yemen,2013,2016,3,0,0.336,0.113,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZMB_1969_1974,ZMB,Zambia,1969,1974,3,0,0.286,0.194,Autocracy deepening,No,Executive aggrandizement,Strategic harassment,17 June 1969,"In a June 1969 constitutional referendum (85% in favor), Zambia removed the requirement that fundamental-rights amendments be approved by public referendum, allowing amendments via a two-thirds parliamentary majority alone.",December 1973,"In February 1972 Kaunda banned all opposition parties, making UNIP the sole legal party; a new constitution promulgated August 1973 formalized one-party rule, and single-candidate elections in December 1973 cemented one-party executive rule.","Kaunda dismantled Zambia's multiparty system through a sequence of ostensibly legal steps: a 1969 referendum weakening rights protections, a 1972 party ban, and a 1973 one-party constitution.",https://en.wikipedia.org/wiki/1969_Zambian_constitutional_referendum,"""removing the requirement that future amendments of clauses protecting fundamental rights go to public referendum""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
ZMB_2011_2019,ZMB,Zambia,2011,2019,1,1,0.503,0.358,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2013,2013,201320162017,201320162017,NA,Breakdown,NA,NA,NA,NA
ZWE_1978_1978,ZWE,Zimbabwe,1978,1978,3,0,0.056,0.056,Autocracy deepening,No,Strategic harassment,Executive aggrandizement,"March 3, 1978","PM Ian Smith signed the ""Internal Settlement"" with hand-picked, non-militant Black leaders, creating a transitional biracial Executive Council while excluding the actual insurgent opposition (Patriotic Front) from the transition.",1978,"Despite adding Black ministers, civil service, judiciary, police, and armed forces stayed under predominantly white officials; the resulting April 1979 elections excluded the Patriotic Front and were declared ""null and void"" by the UN.","Smith negotiated a power-sharing deal with moderate leaders that preserved white control of the security state while giving the appearance of participation, further tilting the playing field within an already-authoritarian regime.",https://en.wikipedia.org/wiki/Internal_Settlement,"""the country's civil service, judiciary, police and armed forces continued to be administered by the same officials as before, of whom most were White Zimbabweans""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
ZZB_1964_1964,ZZB,Zanzibar,1964,1964,3,0,0.015,0.015,Autocracy deepening,No,Open-ended coup,Other/unclear,January 1964,"On 12 January 1964, 600-800 mainly African men led by John Okello launched an armed uprising that overthrew Sultan Jamshid bin Abdullah and his Arab-dominated government just a month after independence.",April 1964,"The new revolutionary government banished the Sultan, banned the opposition ZNP and ZPPP parties, installed Abeid Karume as President, and merged Zanzibar with Tanganyika in April 1964 to form Tanzania.","A popular armed uprising overthrew Zanzibar's Sultan and installed a revolutionary one-party government, which soon merged with Tanganyika to form Tanzania.",https://en.wikipedia.org/wiki/Zanzibar_Revolution,"""the new government's first acts were to permanently banish the Sultan and to ban the ZNP and ZPPP.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
